-543.42 10.96 432.41
-527.04 9.05 441.15
-523.76 18.45 442.98
-519.05 27.01 445.61
-519.05 37.52 445.61
-517.57 47.99 446.44
-511.35 55.11 449.91
-505.13 62.23 453.39
-498.31 69.26 456.94
-490.46 75.23 459.43
-482.75 81.11 461.97
-474.56 87.28 464.19
-466.45 93.36 466.25
-421.07 94.46 474.92
-323.51 72.21 489.34
-280.75 64.89 495.66
-260.24 61.00 487.85
-245.09 57.79 476.46
-236.52 55.86 469.00
-227.02 53.61 459.70
-198.70 46.53 428.96
-164.52 72.96 392.08
-159.52 79.89 386.75
-117.08 78.22 342.56
-96.31 76.27 331.87
-83.12 75.19 330.56
-69.53 74.10 331.50
-49.36 72.46 334.14
7.21 67.79 346.96
64.84 63.02 360.69
101.22 60.00 369.77
122.99 57.91 382.33
132.44 56.30 399.38
138.90 54.42 421.87
146.27 34.22 430.04
152.35 10.77 432.11
156.45 -5.05 433.52
159.45 -16.59 434.54
182.78 -47.16 452.75
185.73 -57.37 454.93
190.51 -60.04 458.64
183.35 -60.07 465.99
175.85 -60.10 473.69
168.87 -60.03 480.86
164.01 -59.83 479.74
