65.49 86.94 -351.04
63.24 89.68 -341.62
61.28 96.02 -333.39
59.33 102.32 -325.21
56.75 108.62 -317.20
54.99 117.58 -312.28
52.51 124.94 -305.35
50.12 132.02 -298.68
47.62 139.44 -291.70
45.07 147.01 -284.57
42.63 154.27 -277.74
40.11 161.72 -270.72
37.61 169.14 -263.73
32.61 172.14 -255.02
28.77 171.46 -245.69
25.11 171.00 -235.80
21.62 171.00 -226.04
18.00 171.00 -215.92
-20.97 150.05 -113.05
-49.53 134.45 -36.38
-86.87 118.87 67.44
-128.46 101.50 183.07
-158.11 88.68 268.84
-190.23 74.40 364.64
-198.89 70.99 387.13
-207.43 68.85 399.59
-218.11 66.67 410.69
-230.47 64.37 421.23
-242.00 62.33 429.98
-250.99 60.80 435.91
-247.25 119.09 433.89
-247.25 143.45 433.89
-246.92 176.47 433.75
-250.83 175.63 450.92
-264.90 172.21 482.36
-281.42 168.48 499.16
-294.06 165.52 509.20
-309.90 161.76 521.05
-316.62 160.06 528.32
-317.04 159.19 538.75
-320.23 157.78 548.69
-323.81 156.31 558.53
-332.28 152.99 563.51
-341.24 149.12 568.31
-350.04 145.23 572.90
-358.84 139.87 571.39
-366.73 134.53 567.86
-374.92 128.99 564.21
-382.86 123.62 560.67
-390.98 118.13 557.04
-398.94 112.74 553.49
-407.33 107.99 549.53
-415.08 103.72 544.51
-422.44 100.21 538.53
-429.54 96.91 532.30
-436.82 93.49 525.62
-444.19 90.02 518.84
-451.26 86.69 512.35
-458.48 83.30 505.72
-465.88 79.73 498.92
-473.30 76.04 492.11
-480.77 72.13 485.24
-487.79 67.76 478.89
-494.78 62.02 472.65
-500.48 55.22 467.45
-505.63 47.43 462.63
-510.15 39.23 458.33
-514.59 30.94 454.12
-518.93 22.63 449.98
-523.21 13.88 445.91
-529.69 8.33 440.04
-537.83 10.34 434.29
-547.14 10.96 430.58
