204.31 -60.47 453.14
212.37 -60.52 459.64
220.42 -60.25 466.37
227.49 -60.15 473.89
236.49 -58.77 478.55
237.51 -48.81 478.17
217.52 -60.25 464.96
208.91 -60.54 459.70
199.31 -60.57 455.51
190.60 -56.21 450.77
185.21 -48.64 445.60
180.62 -41.00 440.38
176.92 -32.90 435.45
175.95 -22.62 434.12
175.95 -12.23 434.12
175.95 -1.51 434.12
175.95 9.26 434.12
175.95 19.91 434.12
177.03 29.86 435.59
177.03 40.06 435.59
174.57 49.70 432.24
170.33 57.08 426.47
166.11 64.42 420.73
161.87 71.80 414.96
157.67 79.12 409.24
153.32 86.69 403.32
149.09 94.05 397.56
144.71 101.66 391.61
140.34 109.28 385.65
136.19 116.49 380.01
132.03 123.74 374.35
128.72 131.13 367.98
126.24 138.49 361.23
124.34 145.98 354.09
123.04 153.45 346.78
121.81 160.84 339.54
116.70 198.30 300.96
131.98 193.60 228.15
145.17 185.76 152.71
91.21 164.53 -126.29
84.90 158.19 -157.44
79.40 155.14 -188.04
78.14 153.40 -198.55
77.52 150.48 -208.71
76.18 146.05 -218.20
75.03 141.48 -227.50
74.12 136.97 -236.42
73.36 132.25 -245.59
72.61 127.46 -254.88
71.84 122.58 -264.35
71.07 117.65 -273.90
70.31 112.80 -283.32
69.76 108.21 -292.19
69.53 103.36 -301.52
69.14 98.62 -310.71
68.69 93.83 -320.02
68.06 89.08 -329.37
67.20 84.89 -338.63
65.89 86.72 -348.54
65.49 86.94 -351.04
